author,filename,additions,deletions
Gordon Dickens,src/test/java/petclinic/repository/jdbc/JdbcVetRepositoryImplTests.java,4.0,9.0
Gordon Dickens,src/test/java/petclinic/repository/jdbc/JdbcVisitRepositoryImplTests.java,4.0,9.0
Gordon Dickens,src/test/java/petclinic/repository/jpa/JpaOwnerRepositoryImplTests.java,6.0,14.0
Gordon Dickens,src/test/java/petclinic/repository/jpa/JpaPetRepositoryImplTests.java,4.0,9.0
Gordon Dickens,src/test/java/petclinic/repository/jpa/JpaVetRepositoryImplTests.java,4.0,9.0
Gordon Dickens,src/test/java/petclinic/repository/jpa/JpaVisitRepositoryImplTests.java,4.0,9.0
Gordon Dickens,src/test/java/petclinic/repository/springdatajpa/JpaOwnerRepositoryImplTests.java,6.0,14.0
Gordon Dickens,src/test/java/petclinic/repository/springdatajpa/JpaPetRepositoryImplTests.java,4.0,9.0
Gordon Dickens,src/test/java/petclinic/repository/springdatajpa/JpaVetRepositoryImplTests.java,4.0,9.0
Gordon Dickens,src/test/java/petclinic/repository/springdatajpa/JpaVisitRepositoryImplTests.java,4.0,9.0
Gordon Dickens,src/test/java/petclinic/repository/springdatajpa/SpringDataOwnerRepositoryTests.java,2.0,2.0
Gordon Dickens,src/test/java/petclinic/web/VisitsAtomViewTest.java,60.0,61.0
Gordon Dickens,src/test/java/petclinic/web/VisitsAtomViewWithContainerTest.java,23.0,24.0
Michael Isvy,src/main/java/petclinic/repository/jpa/JpaVisitRepositoryImpl.java,0.0,1.0
Michael Isvy,src/main/java/petclinic/web/VetsAtomView.java,74.0,0.0
Michael Isvy,src/main/java/petclinic/web/VisitsAtomView.java,0.0,82.0
Michael Isvy,src/test/java/petclinic/web/VisitsAtomViewTest.java,2.0,44.0
Michael Isvy,src/test/java/petclinic/web/VisitsAtomViewWithContainerTest.java,70.0,0.0
Michael Isvy,src/test/java/petclinic/web/VisitsAtomViewTest.java,1.0,1.0
Michael Isvy,src/test/java/petclinic/web/VisitsAtomViewTest.java,48.0,4.0
Michael Isvy,src/test/java/petclinic/AbstractOwnerRepositoryTests.java,0.0,113.0
Michael Isvy,src/test/java/petclinic/AbstractPetRepositoryTests.java,0.0,107.0
Michael Isvy,src/test/java/petclinic/AbstractVetRepositoryTests.java,0.0,64.0
Michael Isvy,src/test/java/petclinic/AbstractVisitRepositoryTests.java,0.0,65.0
Michael Isvy,src/test/java/petclinic/OwnerTests.java,0.0,45.0
Michael Isvy,src/test/java/petclinic/jdbc/JdbcOwnerRepositoryImplTests.java,0.0,41.0
Michael Isvy,src/test/java/petclinic/jdbc/JdbcPetRepositoryImplTests.java,0.0,26.0
Michael Isvy,src/test/java/petclinic/jdbc/JdbcVetRepositoryImplTests.java,0.0,26.0
Michael Isvy,src/test/java/petclinic/jdbc/JdbcVisitRepositoryImplTests.java,0.0,26.0
Michael Isvy,src/test/java/petclinic/jpa/JpaOwnerRepositoryImplTests.java,0.0,34.0
Michael Isvy,src/test/java/petclinic/jpa/JpaPetRepositoryImplTests.java,0.0,26.0
Michael Isvy,src/test/java/petclinic/jpa/JpaVetRepositoryImplTests.java,0.0,26.0
Michael Isvy,src/test/java/petclinic/jpa/JpaVisitRepositoryImplTests.java,0.0,26.0
Michael Isvy,src/test/java/petclinic/model/OwnerTests.java,45.0,0.0
Michael Isvy,src/test/java/petclinic/repository/AbstractOwnerRepositoryTests.java,113.0,0.0
Michael Isvy,src/test/java/petclinic/repository/AbstractPetRepositoryTests.java,107.0,0.0
Michael Isvy,src/test/java/petclinic/repository/AbstractVetRepositoryTests.java,64.0,0.0
Michael Isvy,src/test/java/petclinic/repository/AbstractVisitRepositoryTests.java,65.0,0.0
Michael Isvy,src/test/java/petclinic/repository/jdbc/JdbcOwnerRepositoryImplTests.java,41.0,0.0
Michael Isvy,src/test/java/petclinic/repository/jdbc/JdbcPetRepositoryImplTests.java,26.0,0.0
Michael Isvy,src/test/java/petclinic/repository/jdbc/JdbcVetRepositoryImplTests.java,26.0,0.0
Michael Isvy,src/test/java/petclinic/repository/jdbc/JdbcVisitRepositoryImplTests.java,26.0,0.0
Michael Isvy,src/test/java/petclinic/repository/jpa/JpaOwnerRepositoryImplTests.java,34.0,0.0
Michael Isvy,src/test/java/petclinic/repository/jpa/JpaPetRepositoryImplTests.java,26.0,0.0
Michael Isvy,src/test/java/petclinic/repository/jpa/JpaVetRepositoryImplTests.java,26.0,0.0
Michael Isvy,src/test/java/petclinic/repository/jpa/JpaVisitRepositoryImplTests.java,26.0,0.0
Michael Isvy,src/test/java/petclinic/repository/springdatajpa/JpaOwnerRepositoryImplTests.java,34.0,0.0
Michael Isvy,src/test/java/petclinic/repository/springdatajpa/JpaPetRepositoryImplTests.java,26.0,0.0
Michael Isvy,src/test/java/petclinic/repository/springdatajpa/JpaVetRepositoryImplTests.java,26.0,0.0
Michael Isvy,src/test/java/petclinic/repository/springdatajpa/JpaVisitRepositoryImplTests.java,26.0,0.0
Michael Isvy,src/test/java/petclinic/repository/springdatajpa/SpringDataOwnerRepositoryTests.java,19.0,0.0
Michael Isvy,src/test/java/petclinic/springdatajpa/JpaOwnerRepositoryImplTests.java,0.0,34.0
Michael Isvy,src/test/java/petclinic/springdatajpa/JpaPetRepositoryImplTests.java,0.0,26.0
Michael Isvy,src/test/java/petclinic/springdatajpa/JpaVetRepositoryImplTests.java,0.0,26.0
Michael Isvy,src/test/java/petclinic/springdatajpa/JpaVisitRepositoryImplTests.java,0.0,26.0
Michael Isvy,src/test/java/petclinic/springdatajpa/SpringDataOwnerRepositoryTests.java,0.0,19.0
Michael Isvy,src/test/java/petclinic/AbstractOwnerRepositoryTests.java,22.0,44.0
Michael Isvy,src/test/java/petclinic/AbstractPetRepositoryTests.java,18.0,61.0
Michael Isvy,src/test/java/petclinic/AbstractVetRepositoryTests.java,19.0,61.0
Michael Isvy,src/test/java/petclinic/AbstractVisitRepositoryTests.java,19.0,61.0
Michael Isvy,src/test/java/petclinic/OwnerTests.java,15.0,0.0
Michael Isvy,src/test/java/petclinic/jdbc/JdbcOwnerRepositoryImplTests.java,15.0,0.0
Michael Isvy,src/main/java/petclinic/repository/jdbc/JdbcOwnerRepositoryImpl.java,15.0,0.0
Michael Isvy,src/main/java/petclinic/repository/jdbc/JdbcPet.java,15.0,0.0
Michael Isvy,src/main/java/petclinic/repository/jdbc/JdbcPetRepositoryImpl.java,15.0,0.0
Michael Isvy,src/main/java/petclinic/repository/jdbc/JdbcPetRowMapper.java,15.0,0.0
Michael Isvy,src/main/java/petclinic/repository/jdbc/JdbcVetRepositoryImpl.java,18.0,0.0
Michael Isvy,src/main/java/petclinic/repository/jdbc/JdbcVisitRepositoryImpl.java,16.0,5.0
Michael Isvy,src/main/java/petclinic/repository/jpa/JpaOwnerRepositoryImpl.java,16.0,5.0
Michael Isvy,src/main/java/petclinic/repository/jpa/JpaPetRepositoryImpl.java,16.0,3.0
Michael Isvy,src/main/java/petclinic/repository/jpa/JpaVetRepositoryImpl.java,17.0,4.0
Michael Isvy,src/main/java/petclinic/repository/jpa/JpaVisitRepositoryImpl.java,15.0,2.0
Michael Isvy,src/main/java/petclinic/repository/springdatajpa/JpaOwnerRepositoryImpl.java,0.0,2.0
Michael Isvy,src/main/java/petclinic/repository/springdatajpa/JpaOwnerRepositoryImpl.java,16.0,1.0
Michael Isvy,src/main/java/petclinic/repository/springdatajpa/SpringDataPetRepository.java,16.0,0.0
Michael Isvy,src/main/java/petclinic/repository/springdatajpa/SpringDataVetRepository.java,16.0,0.0
Michael Isvy,src/main/java/petclinic/repository/springdatajpa/SpringDataVisitRepository.java,17.0,1.0
Michael Isvy,src/main/java/petclinic/repository/OwnerRepository.java,36.0,5.0
Michael Isvy,src/main/java/petclinic/repository/PetRepository.java,20.0,4.0
Michael Isvy,src/main/java/petclinic/repository/VetRepository.java,20.0,4.0
Michael Isvy,src/main/java/petclinic/repository/VisitRepository.java,20.0,4.0
Michael Isvy,src/main/java/petclinic/model/BaseEntity.java,15.0,0.0
Michael Isvy,src/main/java/petclinic/model/NamedEntity.java,15.0,0.0
Michael Isvy,src/main/java/petclinic/model/Owner.java,15.0,0.0
Michael Isvy,src/main/java/petclinic/model/Person.java,15.0,0.0
Michael Isvy,src/main/java/petclinic/model/Pet.java,15.0,0.0
Michael Isvy,src/main/java/petclinic/model/PetType.java,15.0,0.0
Michael Isvy,src/main/java/petclinic/model/Specialty.java,15.0,0.0
Michael Isvy,src/main/java/petclinic/model/Vet.java,15.0,0.0
Michael Isvy,src/main/java/petclinic/model/Vets.java,2.0,2.0
Michael Isvy,src/main/java/petclinic/model/Visit.java,15.0,0.0
Michael Isvy,src/main/java/petclinic/service/ClinicService.java,16.0,7.0
Michael Isvy,src/main/java/petclinic/service/ClinicServiceImpl.java,20.0,0.0
Michael Isvy,src/main/java/petclinic/util/CallMonitoringAspect.java,17.0,2.0
Michael Isvy,src/main/java/petclinic/util/EntityUtils.java,15.0,0.0
Michael Isvy,src/main/java/petclinic/web/PetTypeFormatter.java,1.0,1.0
Michael Isvy,src/main/java/petclinic/repository/jdbc/JdbcVetRepositoryImpl.java,9.0,28.0
Michael Isvy,src/main/java/petclinic/repository/jpa/JpaVetRepositoryImpl.java,2.0,0.0
Michael Isvy,src/main/java/petclinic/repository/jdbc/JdbcOwnerRepositoryImpl.java,0.0,11.0
Michael Isvy,src/main/java/petclinic/repository/jdbc/JdbcVetRepositoryImpl.java,0.0,2.0
Michael Isvy,src/main/java/petclinic/service/ClinicServiceImpl.java,0.0,2.0
Michael Isvy,src/test/java/petclinic/AbstractOwnerRepositoryTests.java,2.0,4.0
Michael Isvy,src/test/java/petclinic/AbstractPetRepositoryTests.java,2.0,2.0
Michael Isvy,src/test/java/petclinic/OwnerTests.java,2.0,1.0
Michael Isvy,src/main/java/petclinic/BaseEntity.java,0.0,33.0
Michael Isvy,src/main/java/petclinic/NamedEntity.java,0.0,34.0
Michael Isvy,src/main/java/petclinic/Owner.java,0.0,136.0
Michael Isvy,src/main/java/petclinic/Person.java,0.0,42.0
Michael Isvy,src/main/java/petclinic/Pet.java,0.0,97.0
Michael Isvy,src/main/java/petclinic/PetType.java,0.0,12.0
Michael Isvy,src/main/java/petclinic/Specialty.java,0.0,14.0
Michael Isvy,src/main/java/petclinic/Vet.java,0.0,63.0
Michael Isvy,src/main/java/petclinic/Vets.java,0.0,44.0
Michael Isvy,src/main/java/petclinic/Visit.java,0.0,87.0
Michael Isvy,src/main/java/petclinic/model/BaseEntity.java,33.0,0.0
Michael Isvy,src/main/java/petclinic/model/NamedEntity.java,34.0,0.0
Michael Isvy,src/main/java/petclinic/model/Owner.java,136.0,0.0
Michael Isvy,src/main/java/petclinic/model/Person.java,42.0,0.0
Michael Isvy,src/main/java/petclinic/model/Pet.java,97.0,0.0
Michael Isvy,src/main/java/petclinic/model/PetType.java,12.0,0.0
Michael Isvy,src/main/java/petclinic/model/Specialty.java,14.0,0.0
Michael Isvy,src/main/java/petclinic/model/Vet.java,63.0,0.0
Michael Isvy,src/main/java/petclinic/model/Vets.java,44.0,0.0
Michael Isvy,src/main/java/petclinic/model/Visit.java,87.0,0.0
Michael Isvy,src/main/java/petclinic/model/package-info.java,8.0,0.0
Michael Isvy,src/main/java/petclinic/package-info.java,0.0,8.0
Michael Isvy,src/main/java/petclinic/repository/OwnerRepository.java,2.0,2.0
Michael Isvy,src/main/java/petclinic/repository/PetRepository.java,3.0,3.0
Michael Isvy,src/main/java/petclinic/repository/VetRepository.java,1.0,1.0
Michael Isvy,src/main/java/petclinic/repository/VisitRepository.java,2.0,2.0
Michael Isvy,src/main/java/petclinic/repository/jdbc/JdbcOwnerRepositoryImpl.java,4.0,4.0
Michael Isvy,src/main/java/petclinic/repository/jdbc/JdbcPet.java,1.0,1.0
Michael Isvy,src/main/java/petclinic/repository/jdbc/JdbcPetRepositoryImpl.java,4.0,4.0
Michael Isvy,src/main/java/petclinic/repository/jdbc/JdbcVetRepositoryImpl.java,3.0,3.0
Michael Isvy,src/main/java/petclinic/repository/jdbc/JdbcVisitRepositoryImpl.java,1.0,1.0
Michael Isvy,src/main/java/petclinic/repository/jpa/JpaOwnerRepositoryImpl.java,1.0,1.0
Michael Isvy,src/main/java/petclinic/repository/jpa/JpaPetRepositoryImpl.java,2.0,2.0
Michael Isvy,src/main/java/petclinic/repository/jpa/JpaVetRepositoryImpl.java,1.0,1.0
Michael Isvy,src/main/java/petclinic/repository/jpa/JpaVisitRepositoryImpl.java,1.0,1.0
Michael Isvy,src/main/java/petclinic/repository/springdatajpa/JpaOwnerRepositoryImpl.java,1.0,1.0
Michael Isvy,src/main/java/petclinic/repository/springdatajpa/SpringDataPetRepository.java,2.0,2.0
Michael Isvy,src/main/java/petclinic/repository/springdatajpa/SpringDataVetRepository.java,1.0,1.0
Michael Isvy,src/main/java/petclinic/repository/springdatajpa/SpringDataVisitRepository.java,1.0,1.0
Michael Isvy,src/main/java/petclinic/service/ClinicService.java,5.0,5.0
Michael Isvy,src/main/java/petclinic/service/ClinicServiceImpl.java,5.0,5.0
Michael Isvy,src/main/java/petclinic/util/EntityUtils.java,2.0,2.0
Michael Isvy,src/main/java/petclinic/web/OwnerController.java,1.0,1.0
Michael Isvy,src/main/java/petclinic/web/PetController.java,3.0,3.0
Michael Isvy,src/main/java/petclinic/web/PetTypeFormatter.java,1.0,1.0
Michael Isvy,src/main/java/petclinic/web/PetValidator.java,1.0,1.0
Michael Isvy,src/main/java/petclinic/web/VetController.java,1.0,1.0
Michael Isvy,src/main/java/petclinic/web/VisitController.java,2.0,2.0
Michael Isvy,src/main/java/petclinic/web/VisitsAtomView.java,1.0,1.0
Michael Isvy,src/test/java/petclinic/AbstractOwnerRepositoryTests.java,1.0,0.0
Michael Isvy,src/test/java/petclinic/AbstractPetRepositoryTests.java,3.0,0.0
Michael Isvy,src/test/java/petclinic/AbstractVetRepositoryTests.java,1.0,0.0
Michael Isvy,src/test/java/petclinic/AbstractVisitRepositoryTests.java,2.0,0.0
Michael Isvy,src/test/java/petclinic/OwnerTests.java,2.0,0.0
Michael Isvy,src/test/java/petclinic/web/VisitsAtomViewTest.java,3.0,3.0
Michael Isvy,src/main/java/petclinic/aspects/CallMonitoringAspect.java,0.0,81.0
Michael Isvy,src/main/java/petclinic/util/CallMonitoringAspect.java,81.0,0.0
Michael Isvy,src/main/java/petclinic/validation/PetValidator.java,0.0,40.0
Michael Isvy,src/main/java/petclinic/validation/package-info.java,0.0,9.0
Michael Isvy,src/main/java/petclinic/web/PetController.java,0.0,1.0
Michael Isvy,src/main/java/petclinic/web/PetValidator.java,40.0,0.0
Michael Isvy,src/main/java/petclinic/validation/PetValidator.java,15.0,0.0
Michael Isvy,src/main/java/petclinic/web/CrashController.java,15.0,1.0
Michael Isvy,src/main/java/petclinic/web/OwnerController.java,15.0,1.0
Michael Isvy,src/main/java/petclinic/web/PetController.java,15.0,1.0
Michael Isvy,src/main/java/petclinic/web/PetTypeFormatter.java,15.0,0.0
Michael Isvy,src/main/java/petclinic/web/VetController.java,15.0,1.0
Michael Isvy,src/main/java/petclinic/web/VisitController.java,15.0,1.0
Michael Isvy,src/main/java/petclinic/web/VisitsAtomView.java,15.0,0.0
Michael Isvy,src/main/java/petclinic/Pet.java,1.0,1.0
Michael Isvy,src/main/java/petclinic/Vets.java,1.0,1.0
Michael Isvy,src/main/java/petclinic/web/CrashController.java,4.0,1.0
Michael Isvy,src/main/java/petclinic/web/OwnerController.java,0.0,1.0
Michael Isvy,src/main/java/petclinic/web/PetController.java,0.0,2.0
Michael Isvy,src/main/java/petclinic/web/PetTypeFormatter.java,8.0,0.0
Michael Isvy,src/main/java/petclinic/web/VetController.java,2.0,13.0
Michael Isvy,src/main/java/petclinic/web/VisitController.java,1.0,8.0
Michael Isvy,src/main/java/petclinic/web/VisitsAtomView.java,0.0,16.0
Michael Isvy,src/test/java/petclinic/web/VisitsAtomViewTest.java,0.0,1.0
Michael Isvy,src/main/java/petclinic/service/ClinicService.java,5.0,0.0
Michael Isvy,src/main/java/petclinic/service/ClinicServiceImpl.java,14.0,0.0
Michael Isvy,src/main/java/petclinic/web/OwnerController.java,9.0,9.0
Rossen Stoyanchev,src/main/java/petclinic/web/OwnerController.java,5.0,5.0
Rossen Stoyanchev,src/main/java/petclinic/web/PetController.java,6.0,6.0
Rossen Stoyanchev,src/main/java/petclinic/web/VisitController.java,4.0,4.0
Michael Isvy,src/main/java/petclinic/aspects/CallMonitoringAspect.java,1.0,1.0
Michael Isvy,src/main/java/petclinic/aspects/CallMonitoringAspect.java,5.0,2.0
Michael Isvy,src/main/java/petclinic/aspects/UsageLogAspect.java,0.0,48.0
Michael Isvy,src/main/java/petclinic/repository/jdbc/JdbcOwnerRepositoryImpl.java,2.0,2.0
Michael Isvy,src/main/java/petclinic/repository/jdbc/JdbcVetRepositoryImpl.java,2.0,2.0
Michael Isvy,src/main/java/petclinic/repository/jdbc/JdbcVisitRepositoryImpl.java,2.0,2.0
Michael Isvy,src/test/java/petclinic/aspects/UsageLogAspectTests.java,0.0,56.0
Michael Isvy,src/test/java/petclinic/jdbc/JdbcOwnerRepositoryImplTests.java,1.0,1.0
Michael Isvy,src/test/java/petclinic/jdbc/JdbcPetRepositoryImplTests.java,1.0,1.0
Michael Isvy,src/test/java/petclinic/jdbc/JdbcVetRepositoryImplTests.java,1.0,1.0
Michael Isvy,src/test/java/petclinic/jdbc/JdbcVisitRepositoryImplTests.java,1.0,1.0
Michael Isvy,src/test/java/petclinic/jpa/JpaOwnerRepositoryImplTests.java,1.0,1.0
Michael Isvy,src/test/java/petclinic/jpa/JpaPetRepositoryImplTests.java,1.0,1.0
Michael Isvy,src/test/java/petclinic/jpa/JpaVetRepositoryImplTests.java,1.0,1.0
Michael Isvy,src/test/java/petclinic/jpa/JpaVisitRepositoryImplTests.java,1.0,1.0
Michael Isvy,src/test/java/petclinic/springdatajpa/JpaOwnerRepositoryImplTests.java,1.0,1.0
Michael Isvy,src/test/java/petclinic/springdatajpa/JpaPetRepositoryImplTests.java,1.0,1.0
Michael Isvy,src/test/java/petclinic/springdatajpa/JpaVetRepositoryImplTests.java,1.0,1.0
Michael Isvy,src/test/java/petclinic/springdatajpa/JpaVisitRepositoryImplTests.java,1.0,1.0
Michael Isvy,src/test/java/petclinic/springdatajpa/SpringDataOwnerRepositoryTests.java,1.0,1.0
Michael Isvy,src/main/java/petclinic/Vet.java,3.0,1.0
Michael Isvy,src/main/java/petclinic/web/VetController.java,1.0,1.0
Michael Isvy,src/main/java/petclinic/web/VisitController.java,1.0,1.0
Michael Isvy,src/main/java/petclinic/repository/springdatajpa/JpaOwnerRepositoryImpl.java,52.0,0.0
Michael Isvy,src/main/java/petclinic/repository/springdatajpa/SpringDataOwnerRepository.java,0.0,20.0
Michael Isvy,src/main/java/petclinic/Visit.java,2.0,3.0
Michael Isvy,src/main/java/petclinic/Visit.java,2.0,0.0
Michael Isvy,src/main/java/petclinic/Pet.java,2.0,0.0
Michael Isvy,src/main/java/petclinic/web/ClinicBindingInitializer.java,0.0,30.0
Michael Isvy,src/main/java/petclinic/web/PetTypeEditor.java,0.0,30.0
Michael Isvy,src/main/java/petclinic/web/PetTypeFormatter.java,44.0,0.0
Michael Isvy,src/main/java/petclinic/Owner.java,4.0,5.0
Michael Isvy,src/main/java/petclinic/repository/jdbc/JdbcOwnerRepositoryImpl.java,2.0,2.0
Michael Isvy,src/main/java/petclinic/web/CrashController.java,23.0,0.0
Michael Isvy,src/main/java/petclinic/web/OwnerController.java,2.0,1.0
Michael Isvy,src/main/java/petclinic/repository/jdbc/JdbcOwnerRepositoryImpl.java,2.0,4.0
Michael Isvy,src/main/java/petclinic/repository/jdbc/JdbcVetRepositoryImpl.java,4.0,2.0
Michael Isvy,src/main/java/petclinic/repository/jpa/JpaOwnerRepositoryImpl.java,1.0,2.0
Michael Isvy,src/main/java/petclinic/repository/springdatajpa/SpringDataOwnerRepository.java,7.0,0.0
Michael Isvy,src/main/java/petclinic/service/ClinicServiceImpl.java,9.0,8.0
Michael Isvy,src/main/java/petclinic/repository/jdbc/JdbcOwnerRepositoryImpl.java,31.0,23.0
Michael Isvy,src/main/java/petclinic/repository/jdbc/JdbcPetRepositoryImpl.java,16.0,11.0
Michael Isvy,src/main/java/petclinic/repository/jdbc/JdbcVisitRepositoryImpl.java,1.0,1.0
Michael Isvy,src/main/java/petclinic/web/OwnerController.java,1.0,2.0
Michael Isvy,src/main/java/petclinic/Pet.java,2.0,1.0
Michael Isvy,src/main/java/petclinic/repository/jdbc/JdbcOwnerRepositoryImpl.java,3.0,3.0
Michael Isvy,src/main/java/petclinic/repository/jpa/JpaOwnerRepositoryImpl.java,9.0,2.0
Michael Isvy,src/main/java/petclinic/repository/jpa/JpaVetRepositoryImpl.java,1.0,1.0
Michael Isvy,src/test/java/petclinic/AbstractOwnerRepositoryTests.java,6.0,15.0
Michael Isvy,src/test/java/petclinic/AbstractPetRepositoryTests.java,25.0,25.0
Michael Isvy,src/test/java/petclinic/AbstractVisitRepositoryTests.java,6.0,7.0
Michael Isvy,src/test/java/petclinic/jdbc/JdbcOwnerRepositoryImplTests.java,0.0,2.0
Michael Isvy,src/test/java/petclinic/jdbc/JdbcPetRepositoryImplTests.java,0.0,2.0
Michael Isvy,src/test/java/petclinic/jdbc/JdbcVetRepositoryImplTests.java,0.0,2.0
Michael Isvy,src/test/java/petclinic/jdbc/JdbcVisitRepositoryImplTests.java,0.0,2.0
Michael Isvy,src/test/java/petclinic/jpa/JpaOwnerRepositoryImplTests.java,1.0,1.0
Michael Isvy,src/test/java/petclinic/jpa/JpaPetRepositoryImplTests.java,1.0,3.0
Michael Isvy,src/test/java/petclinic/jpa/JpaVetRepositoryImplTests.java,1.0,3.0
Michael Isvy,src/test/java/petclinic/jpa/JpaVisitRepositoryImplTests.java,1.0,3.0
Michael Isvy,src/test/java/petclinic/springdatajpa/JpaOwnerRepositoryImplTests.java,1.0,1.0
Michael Isvy,src/test/java/petclinic/springdatajpa/JpaPetRepositoryImplTests.java,1.0,3.0
Michael Isvy,src/test/java/petclinic/springdatajpa/JpaVetRepositoryImplTests.java,1.0,3.0
Michael Isvy,src/test/java/petclinic/springdatajpa/JpaVisitRepositoryImplTests.java,1.0,3.0
Michael Isvy,src/test/java/petclinic/springdatajpa/SpringDataOwnerRepositoryTests.java,1.0,1.0
Michael Isvy,src/main/java/petclinic/Pet.java,6.0,4.0
Michael Isvy,src/main/java/petclinic/Visit.java,8.0,6.0
Michael Isvy,src/main/java/petclinic/repository/jdbc/JdbcPetRepositoryImpl.java,1.0,1.0
Michael Isvy,src/main/java/petclinic/repository/jdbc/JdbcPetRowMapper.java,4.0,1.0
Michael Isvy,src/main/java/petclinic/repository/jdbc/JdbcVisitRepositoryImpl.java,5.0,2.0
Michael Isvy,src/main/java/petclinic/web/ClinicBindingInitializer.java,0.0,7.0
Michael Isvy,src/main/java/petclinic/web/VisitsAtomView.java,3.0,3.0
Michael Isvy,src/test/java/petclinic/AbstractPetRepositoryTests.java,2.0,2.0
Michael Isvy,src/test/java/petclinic/web/VisitsAtomViewTest.java,4.0,3.0
Michael Isvy,src/main/java/petclinic/web/VetController.java,1.0,1.0
Michael Isvy,src/main/java/petclinic/Person.java,0.0,1.0
Michael Isvy,src/main/java/petclinic/Vets.java,1.0,0.0
Michael Isvy,src/main/java/petclinic/aspects/AbstractTraceAspect.java,0.0,31.0
Michael Isvy,src/main/java/petclinic/aspects/CallMonitoringAspect.java,2.0,5.0
Michael Isvy,src/main/java/petclinic/aspects/UsageLogAspect.java,1.0,1.0
Michael Isvy,src/main/java/petclinic/repository/PetRepository.java,3.0,11.0
Michael Isvy,src/main/java/petclinic/repository/VetRepository.java,1.0,1.0
Michael Isvy,src/main/java/petclinic/repository/VisitRepository.java,1.0,1.0
Michael Isvy,src/main/java/petclinic/repository/jdbc/JdbcClinicImplMBean.java,0.0,20.0
Michael Isvy,src/main/java/petclinic/repository/jdbc/JdbcOwnerRepositoryImpl.java,1.0,13.0
Michael Isvy,src/main/java/petclinic/repository/jdbc/JdbcPetRepositoryImpl.java,4.0,50.0
Michael Isvy,src/main/java/petclinic/repository/jdbc/JdbcVetRepositoryImpl.java,3.0,28.0
Michael Isvy,src/main/java/petclinic/repository/jdbc/JdbcVisitRepositoryImpl.java,2.0,37.0
Michael Isvy,src/main/java/petclinic/repository/jpa/JpaClinicImpl.java,0.0,86.0
Michael Isvy,src/main/java/petclinic/repository/jpa/JpaOwnerRepositoryImpl.java,0.0,7.0
Michael Isvy,src/main/java/petclinic/repository/jpa/JpaPetRepositoryImpl.java,43.0,0.0
Michael Isvy,src/main/java/petclinic/repository/jpa/JpaVetRepositoryImpl.java,35.0,0.0
Michael Isvy,src/main/java/petclinic/repository/jpa/JpaVisitRepositoryImpl.java,46.0,0.0
Michael Isvy,src/main/java/petclinic/repository/jpa/SpringDataClinic.java,0.0,45.0
Michael Isvy,src/main/java/petclinic/repository/jpa/SpringDataOwnerRepository.java,0.0,13.0
Michael Isvy,src/main/java/petclinic/repository/springdatajpa/SpringDataOwnerRepository.java,13.0,0.0
Michael Isvy,src/main/java/petclinic/repository/springdatajpa/SpringDataPetRepository.java,21.0,0.0
Michael Isvy,src/main/java/petclinic/repository/springdatajpa/SpringDataVetRepository.java,13.0,0.0
Michael Isvy,src/main/java/petclinic/repository/springdatajpa/SpringDataVisitRepository.java,13.0,0.0
Michael Isvy,src/main/java/petclinic/service/ClinicService.java,4.0,6.0
Michael Isvy,src/main/java/petclinic/service/ClinicServiceImpl.java,15.0,12.0
Michael Isvy,src/main/java/petclinic/web/PetController.java,3.0,10.0
Michael Isvy,src/main/java/petclinic/web/PetTypeEditor.java,1.0,1.0
Michael Isvy,src/main/java/petclinic/web/VetController.java,1.0,1.0
Michael Isvy,src/main/java/petclinic/web/VisitController.java,1.0,1.0
Michael Isvy,src/main/java/petclinic/web/VisitsAtomView.java,4.0,3.0
Michael Isvy,src/test/java/petclinic/AbstractOwnerRepositoryTests.java,5.0,7.0
Michael Isvy,src/test/java/petclinic/AbstractPetRepositoryTests.java,9.0,9.0
Michael Isvy,src/test/java/petclinic/AbstractVetRepositoryTests.java,4.0,6.0
Michael Isvy,src/test/java/petclinic/AbstractVisitRepositoryTests.java,3.0,8.0
Michael Isvy,src/test/java/petclinic/jdbc/JdbcOwnerRepositoryImplTests.java,0.0,1.0
Michael Isvy,src/test/java/petclinic/jdbc/JdbcPetRepositoryImplTests.java,0.0,1.0
Michael Isvy,src/test/java/petclinic/jdbc/JdbcVetRepositoryImplTests.java,0.0,1.0
Michael Isvy,src/test/java/petclinic/jdbc/JdbcVisitRepositoryImplTests.java,0.0,1.0
Michael Isvy,src/test/java/petclinic/jpa/JpaPetRepositoryImplTests.java,0.0,1.0
Michael Isvy,src/test/java/petclinic/jpa/JpaVetRepositoryImplTests.java,0.0,1.0
Michael Isvy,src/test/java/petclinic/jpa/JpaVisitRepositoryImplTests.java,0.0,1.0
Michael Isvy,src/test/java/petclinic/jpa/SpringDataOwnerRepositoryTests.java,0.0,19.0
Michael Isvy,src/test/java/petclinic/springdatajpa/JpaOwnerRepositoryImplTests.java,34.0,0.0
Michael Isvy,src/test/java/petclinic/springdatajpa/JpaPetRepositoryImplTests.java,28.0,0.0
Michael Isvy,src/test/java/petclinic/springdatajpa/JpaVetRepositoryImplTests.java,28.0,0.0
Michael Isvy,src/test/java/petclinic/springdatajpa/JpaVisitRepositoryImplTests.java,28.0,0.0
Michael Isvy,src/test/java/petclinic/springdatajpa/SpringDataOwnerRepositoryTests.java,19.0,0.0
Michael Isvy,src/test/java/petclinic/web/VisitsAtomViewTest.java,6.0,5.0
Michael Isvy,src/main/java/petclinic/Clinic.java,0.0,82.0
